algorithm,mode,patient_id,clean_prob,adv_prob,success,confidence_drop,efficiency,l2_norm,linf_norm,l0_norm,param_epsilon,param_alpha,param_num_steps,param_use_torchattacks,param_c,param_steps,param_lr,param_overshoot
pgd,lesion,427412d0-cf4c-4a13-b58e-6ffdd004c6ec,0.5156,0.4812,1.0,0.03442,0.007398752180442874,4.652653205766914,0.031372549019607954,28334,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,72848196-fd24-4106-9c33-9c29b7a66a04,0.5195,0.516,0.0,0.003418,0.0018932409916411702,1.8053532255841862,0.031372549019607954,3487,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,abcb43a2-7b1d-428a-b909-e54c92acbd5b,0.516,0.504,0.0,0.01221,0.005206941306683192,2.3443765694579017,0.0313725490196079,5765,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9954f203-ec80-45ce-85a6-fb155368370f,0.5083,0.495,1.0,0.01318,0.006382847958979901,2.0654719916403126,0.031372549019607954,4428,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,077ff78d-27ef-49d4-9e8e-00e458844a3e,0.5166,0.4692,1.0,0.04736,0.0069297767441915264,6.834748496104393,0.031372549019607954,63633,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bf7b0977-4f77-45a7-8c03-77602f82b905,0.517,0.503,0.0,0.01416,0.005430307112466738,2.60761608918738,0.031372549019607954,7127,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,c34a3ea0-04d7-4df6-afab-0d7c7280b749,0.5103,0.4817,1.0,0.02856,0.006962489593274416,4.102620574538111,0.031372549019607954,20211,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,e2bc24a7-e469-48e2-9d5a-6ffc8557d59e,0.5186,0.5063,0.0,0.01221,0.006870185326667038,1.7768125022647963,0.031372549019607954,3238,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,175c8be2-76a4-469b-9595-ed33ecedb3cb,0.5225,0.51,0.0,0.012695,0.00466666177010389,2.720426951587442,0.031372549019607954,7658,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bcaf0768-3841-4280-8de4-57e822f38c7a,0.5205,0.5034,0.0,0.01709,0.004613397521524165,3.704394348011857,0.031372549019607954,14345,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,6e73017c-4e3a-499b-a597-4a797bb179de,0.5244,0.5225,0.0,0.001953,0.0010280048625710572,1.899918045946936,0.031372549019607954,3746,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,dc995045-8ec6-4cef-ba20-350c66732a9b,0.521,0.509,0.0,0.01221,0.004447882015782525,2.7444593094436143,0.0313725490196079,8064,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,83f0d9e7-520b-41ee-a7c0-f93713784281,0.5176,0.4705,1.0,0.04712,0.007977552675539018,5.906465611904065,0.031372549019607954,47994,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bfbea630-4c43-485f-b1b2-0e5715109ae3,0.4983,0.4812,1.0,0.01709,0.0038738892157807923,4.411546835578933,0.031372549019607954,22546,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,4a567c8b-ab4e-4c3a-a053-9a23b087545a,0.524,0.4836,1.0,0.04028,0.008726326287566867,4.616284299973016,0.031372549019607954,25674,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b900d3e4-787b-44b3-9754-88f93db99c27,0.523,0.482,1.0,0.04102,0.00814186418720469,5.037620866120474,0.031372549019607954,30965,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,0983ae59-b906-4fd5-a810-edfe0580fe3b,0.5156,0.5005,0.0,0.01514,0.00452613048156594,3.344295699469479,0.031372549019607954,12353,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,e15ecf55-b05a-4f6f-bb25-d51d4a438963,0.505,0.5034,0.0,0.001465,0.0015074651917316405,0.9717264073226575,0.0313725490196079,995,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,747b1c03-c554-41ea-9d57-7b54894985f3,0.5103,0.4824,1.0,0.02783,0.007059695699956716,3.942383972665236,0.031372549019607954,20228,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,87e4af8b-1110-481d-86de-f315ca03936d,0.5186,0.5015,0.0,0.01709,0.004915842302561554,3.4764833062151683,0.031372549019607954,13233,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,878ae8b8-f206-4d82-8099-3a56f89bb9c4,0.5117,0.4924,1.0,0.01929,0.008606854230639935,2.240901120443099,0.031372549019607954,5304,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,34873b9f-5305-404e-b7f7-5105feede48a,0.5156,0.4827,1.0,0.03296,0.007004543031405456,4.70537252140221,0.031372549019607954,30369,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,72a10e64-2d93-4b61-8b90-8efef7284ced,0.5195,0.4834,1.0,0.03613,0.009513382785332248,3.798103494855249,0.031372549019607954,18012,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,04e6f392-a196-447f-9b75-f5af995a36d0,0.5186,0.514,0.0,0.004395,0.0033232056982453713,1.3223771309396297,0.031372549019607954,1792,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,5a8415b5-f658-4d37-8144-1aa22420f84f,0.518,0.4934,1.0,0.02466,0.0074411338706965435,3.313769578544147,0.031372549019607954,13209,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3874e3f6-0c79-4fc1-a874-1d761e475e53,0.5166,0.497,1.0,0.01953,0.005087134890342144,3.8393418633754854,0.031372549019607954,16417,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,2c376b9a-167a-43d3-bcc2-b4af32fb9f74,0.507,0.501,0.0,0.00586,0.004612863553336402,1.2702250751885742,0.0313725490196079,1669,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,cf951660-886d-482d-99bf-2bdaedd5f4fd,0.5176,0.474,1.0,0.04346,0.008043791875064736,5.402555392348754,0.031372549019607954,39032,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,acb5c720-f741-415c-993c-65855be08ffa,0.5234,0.498,1.0,0.02539,0.00484590613264441,5.239603132321773,0.031372549019607954,30149,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,112bf6f9-0ac8-4ca0-a84b-ea29811fd871,0.517,0.4795,1.0,0.0376,0.006162053209104289,6.101481910741993,0.031372549019607954,41565,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,e6295ee0-bb33-49e3-9376-8b78f5a3fc52,0.5166,0.5107,0.0,0.00586,0.00309314726697483,1.8943084384078268,0.031372549019607954,3725,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,780579a3-2dcc-4343-9c92-de8be54e2865,0.5146,0.4934,1.0,0.02124,0.006155238057562856,3.450757568563906,0.031372549019607954,14608,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,228b3dc1-f78a-4ac9-b213-2a416583d063,0.521,0.5063,0.0,0.01465,0.005052554070073494,2.899214386687679,0.031372549019607954,9432,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3a010152-9ce2-4780-bdd8-bac6fa101991,0.504,0.4937,1.0,0.010254,0.0068600393103758405,1.4947299450442693,0.0313725490196079,2327,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9b6f8882-b59f-4a4d-8f48-b3f355fd70b9,0.516,0.5044,0.0,0.01172,0.00349306185409418,3.354864715989487,0.031372549019607954,13721,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,d99282ee-dc00-40d4-bb8d-5f8dba263a05,0.515,0.504,0.0,0.01123,0.004938943302765268,2.273860624057525,0.031372549019607954,5444,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,1748e4e2-5c73-4794-81fe-2c5fe4af8cdd,0.52,0.51,0.0,0.010254,0.003576853664375407,2.86673908870186,0.031372549019607954,9940,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,095edab1-09c6-4f83-931e-f0a33b77639c,0.4946,0.4873,1.0,0.007324,0.0027885201504128194,2.6265611604171135,0.031372549019607954,8048,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,fd147f16-7eeb-474f-98df-c3b0c39c163c,0.5195,0.501,0.0,0.01855,0.00481799254225364,3.8511241537001277,0.031372549019607954,17173,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,f1ba6a94-27b8-4537-8a11-6c4dbc3fe428,0.5176,0.5044,0.0,0.01318,0.004682304527864817,2.815620732210004,0.0313725490196079,9094,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,42765f9e-beea-4f46-8af4-f1282095662d,0.5176,0.48,1.0,0.0376,0.007985432620541402,4.708280434729484,0.031372549019607954,27997,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,624a95b9-354b-415e-8bcc-382c6510469d,0.513,0.4985,1.0,0.01465,0.0029759459199730693,4.922279458080038,0.031372549019607954,28722,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,38929efc-a8ad-42b5-9fff-8ba881a7873e,0.5254,0.492,1.0,0.03345,0.0066834225082830195,5.004511613131342,0.031372549019607954,29960,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bc7b5348-574e-49a2-a20a-719d942a9c31,0.5166,0.4978,1.0,0.0188,0.005484827015230336,3.427424058762639,0.031372549019607954,12726,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,35ffa64a-fc84-4582-95ad-40d4eab93197,0.5137,0.5083,0.0,0.00537,0.002620810983946511,2.049401409217198,0.031372549019607954,4315,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,0c89ca38-27ca-4cd0-88cb-18093fdcb04b,0.512,0.503,0.0,0.00928,0.0037674755174905406,2.46248281355913,0.031372549019607954,6480,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,e5e4f0cf-58ec-4442-a54c-96d5d29d8f0b,0.516,0.5117,0.0,0.004395,0.0030835708677595386,1.4251435778926238,0.031372549019607954,2238,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,ae9439c0-31a2-4b2a-946e-f9f497109c42,0.511,0.5005,0.0,0.01074,0.004230737249927538,2.5390816831928325,0.031372549019607954,8051,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,17f68ac3-2385-4b13-b8c0-66ba8b343205,0.5186,0.477,1.0,0.0415,0.005755883072244097,7.210693072029289,0.031372549019607954,67555,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,975aac17-f7e4-4b6c-a669-e73b0bb5caef,0.515,0.505,0.0,0.010254,0.003701957891904233,2.7698603043012904,0.031372549019607954,9269,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3d384875-3304-44de-8b8b-40a131a722ce,0.5117,0.4744,1.0,0.03735,0.006803613565997222,5.490246498367793,0.031372549019607954,41573,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bee78c8a-8a21-49b3-b1d5-93c93ccf300c,0.508,0.4944,1.0,0.01343,0.004866213891563267,2.759380213356017,0.031372549019607954,8397,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,be9e9eea-96d0-43a3-801e-b39bfd209ca7,0.5205,0.5146,0.0,0.00586,0.0032958912911757606,1.7777816224487313,0.031372549019607954,3253,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b34524bc-e812-4067-a0e8-bd7185bfb814,0.5176,0.481,1.0,0.03662,0.006583097796459426,5.56289680275825,0.031372549019607954,42757,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,32c41ed0-6704-465c-94d3-3073b9b4415e,0.5146,0.4885,1.0,0.02612,0.007596396344600099,3.4388735940042956,0.031372549019607954,13677,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,0ca3f31a-ace5-4bd2-9900-b152cc212c8e,0.5156,0.507,0.0,0.00879,0.0033230303699715324,2.6448938132470303,0.031372549019607954,7220,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,072e7048-52f1-4b2b-be08-42e0ca1ba1ee,0.514,0.4766,1.0,0.0376,0.005718640276960151,6.574579685365229,0.031372549019607954,55557,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,32c3e235-1885-4aad-b4ad-2ef8583fbb78,0.508,0.4983,1.0,0.00952,0.0048374552597088925,1.96828369782141,0.031372549019607954,4109,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,49b95513-daab-49bb-bc6e-c5254ab1bc07,0.5195,0.4814,1.0,0.0381,0.008245823555783658,4.6188154718430905,0.031372549019607954,26351,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,e7f182ac-e84e-4e0a-89f9-be61ea3c66c2,0.5107,0.51,0.0,0.000977,0.0008239307253601754,1.1852483002546064,0.031372549019607954,1439,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,f42223b1-1a5b-45c2-a1d2-25c6df776484,0.5234,0.509,0.0,0.01465,0.006122474170777337,2.3925682706335416,0.031372549019607954,7599,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3b75d0e1-a430-4d1e-a89e-672d25ca6953,0.5176,0.4988,1.0,0.0188,0.0058801468734357605,3.196999746915234,0.031372549019607954,11516,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,963b58ae-2175-4aa5-90be-c37d44809c91,0.5103,0.5024,0.0,0.007812,0.00284671423885991,2.7443920660830754,0.031372549019607954,7998,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,4206173d-0db2-4f32-80fb-0bd99d5532e1,0.5244,0.4985,1.0,0.02588,0.010360721864084326,2.497789872740681,0.03137254901960787,6891,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b97b78b8-bcb0-4694-aa55-d3ca9c4396df,0.5244,0.4902,1.0,0.03418,0.007224277246259629,4.731225873903686,0.031372549019607954,23410,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9a4b8ac5-0371-4bc0-a609-32ad46806f7c,0.5195,0.511,0.0,0.0083,0.0037812189402107632,2.1952659561482917,0.031372549019607954,4958,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3ef164d4-0e03-4695-bc05-bad84b526960,0.499,0.493,1.0,0.006104,0.0033379089658778322,1.828544652959328,0.0313725490196079,3489,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bc6dd946-0b3f-445f-8d78-3cc39a0b14ae,0.523,0.5107,0.0,0.01221,0.004827410820455592,2.5286911878309626,0.031372549019607954,6955,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,78228039-bc86-44ce-8a13-57cf49ccf493,0.506,0.495,1.0,0.01074,0.005382071847858984,1.9959204837543332,0.0313725490196079,4345,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,af31012f-209d-41cf-a2f4-4ef1105067c9,0.512,0.49,1.0,0.02222,0.005618838777927431,3.953983678279966,0.031372549019607954,17189,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,0a15acdd-248c-47ff-abfc-d33f8a0cf417,0.5166,0.4783,1.0,0.03833,0.007106219212495483,5.393877800242737,0.031372549019607954,40815,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b3e8a708-d8e1-434e-92ca-5d5e79aca86e,0.5205,0.483,1.0,0.0376,0.006525860763000106,5.761332880086884,0.031372549019607954,34909,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,c60a0502-26cb-40a1-8343-43625a3c4e3f,0.5176,0.505,0.0,0.012695,0.005240937535989827,2.4223361489067874,0.0313725490196079,6591,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,be8c0087-ae1c-4b60-acb0-4b2e6157eadb,0.5083,0.487,1.0,0.02124,0.0053421960998411835,3.9759368478086166,0.031372549019607954,19614,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,42da1a6f-7984-4d82-b10a-603b8e3724c5,0.515,0.503,0.0,0.01221,0.005781228497888699,2.1114943297338473,0.031372549019607954,5221,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,85727853-cb45-478d-a517-a0f0c85d0eb5,0.5254,0.488,1.0,0.03735,0.007827972116180878,4.77179977040393,0.031372549019607954,26607,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,8c2aa2bb-ac88-4f14-a322-72d7e23749e8,0.522,0.476,1.0,0.0459,0.008715610792386691,5.266233027860463,0.031372549019607954,36188,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,5df1e543-92ca-42f2-94a8-7446f944a1ba,0.5073,0.4805,1.0,0.02686,0.004786871436229414,5.610233961763793,0.031372549019607954,38835,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,32e8b837-8656-47e1-87ec-b365c7670984,0.5103,0.508,0.0,0.002441,0.0014859766190076003,1.6429640977599707,0.031372549019607954,2770,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,fb10f71b-fd9d-43cc-a310-c5b48b7d22c8,0.5137,0.4868,1.0,0.02686,0.007365913099894278,3.645911689716557,0.0313725490196079,17488,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9bc684ec-12a8-4c76-85a3-29a75d550968,0.5146,0.4866,1.0,0.02808,0.007285595429139625,3.853655075307913,0.031372549019607954,19840,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,39919c47-0f93-417f-96fb-1aa8a6d6e7ab,0.5215,0.482,1.0,0.03955,0.008338784880021592,4.742990943604932,0.031372549019607954,26947,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,0d77cf1a-64d4-4f8a-938b-9b838d549090,0.5176,0.4905,1.0,0.0271,0.005089167864925255,5.32495882300914,0.031372549019607954,29525,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9e6239f2-9352-4bad-a19a-22538ddd0e27,0.514,0.494,1.0,0.02026,0.006426592703089291,3.153097254940902,0.0313725490196079,15165,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,9efa04ab-254a-4047-8f2f-91e5fe93062f,0.5225,0.4998,1.0,0.0227,0.005621584030960875,4.038911086934917,0.031372549019607954,17170,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,342bd0cf-b337-40e9-8512-eb170292e2f2,0.5195,0.5156,0.0,0.003906,0.002736397358770505,1.4275156201697075,0.0313725490196079,2099,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,67bc7433-4582-493a-af6b-82d0383d9c32,0.513,0.5005,0.0,0.012695,0.005771522735110997,2.1996469605937747,0.031372549019607954,5104,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,49f0fa25-89cd-41a7-9c70-4d7d8d9be572,0.522,0.4958,1.0,0.02612,0.008005745645934604,3.263037317230792,0.031372549019607954,11445,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,c1273696-fdec-48a9-988c-74e57b6323fa,0.5024,0.491,1.0,0.011475,0.004080598611543251,2.81199167733246,0.031372549019607954,8341,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,2fba3da2-e622-477e-a8fe-8fcc06550b25,0.514,0.4973,1.0,0.01685,0.004416658840209214,3.814128211006545,0.0313725490196079,16717,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bf99f510-56e1-421b-ad0f-ad10f4cdd3a3,0.5205,0.4878,1.0,0.0327,0.009244472732103336,3.5388544707310605,0.031372549019607954,13148,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3e3babaa-b242-4dac-a549-9c87dec28ead,0.511,0.504,0.0,0.007324,0.0033027097139117227,2.217639257280687,0.031372549019607954,5031,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b7fe2048-abe7-4f69-b82a-ed93c354a8aa,0.517,0.4749,1.0,0.04224,0.007349115580062691,5.747130738573654,0.031372549019607954,45366,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b829950f-6e68-4f84-9d7c-65a0aa3d0cab,0.515,0.4854,1.0,0.02979,0.008400450098528656,3.5456619367588873,0.031372549019607954,15154,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,01a7353d-25bb-4ff8-916b-f50dd541dccf,0.5146,0.5024,0.0,0.01221,0.004130902005643191,2.9550522360528175,0.031372549019607954,10307,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,453a9434-2ca7-4a28-b6f3-833b994e6e73,0.5186,0.501,0.0,0.01758,0.004593339774986961,3.8268723445603374,0.031372549019607954,16514,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,df6fce59-efa3-41a1-bdf7-1ff27cad394f,0.517,0.503,0.0,0.01416,0.006563514513722267,2.1574045665261155,0.03137254901960787,5389,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,fdfce1ff-203e-4b23-a360-3803558a7f7a,0.5205,0.508,0.0,0.012695,0.005920120556631225,2.1444347829333585,0.031372549019607954,4879,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3b1a0e72-4870-4927-8171-293f1a767bde,0.516,0.489,1.0,0.0271,0.006609534582118883,4.1000782993432905,0.031372549019607954,20556,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,13932109-fbd1-4b6b-b81c-91682740cc50,0.518,0.485,1.0,0.03296,0.00732404144123359,4.50010893114339,0.031372549019607954,22947,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3817e718-4a42-4d67-a34a-ab1a4b9d52b3,0.503,0.4937,1.0,0.00928,0.004625353788637645,2.0057587219677346,0.0313725490196079,4234,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,bf3ef845-34ab-4b80-81e7-ac7a3b23485a,0.509,0.494,1.0,0.01489,0.006373224122291959,2.336741620175762,0.031372549019607954,5721,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b7b51f82-2aa9-4375-a84f-25c52eeb0b40,0.516,0.4966,1.0,0.01953,0.005052911170013062,3.8653459940837234,0.031372549019607954,17478,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,dd033b96-06ce-4587-b781-e0e2dd4026ac,0.523,0.498,1.0,0.0249,0.007911507721799247,3.1476103603197387,0.031372549019607954,12931,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,8917b2df-a22a-4da0-935c-397926ad5a1a,0.513,0.4924,1.0,0.02075,0.0062830350519261485,3.3028548926856396,0.031372549019607954,11834,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,a81ed846-615a-4432-8e34-67b1169ebea5,0.5283,0.514,0.0,0.01416,0.003935647072683945,3.5979232764351763,0.031372549019607954,14216,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,3f25e62e-b79f-4cdd-8607-adc010808d4c,0.5103,0.507,0.0,0.003418,0.0014836475810174696,2.3037605283725924,0.031372549019607954,5518,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b435cc3a-cc81-4361-ac91-235b4150265e,0.514,0.4963,1.0,0.01782,0.0043804331195571086,4.068608079330206,0.031372549019607954,20662,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,38b147a7-352b-4adb-88b5-2449d362acae,0.52,0.4973,1.0,0.0227,0.005580634735952812,4.068547601389843,0.031372549019607954,20586,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,b6271674-f13d-4087-ae03-d6ae35381dfc,0.5176,0.51,0.0,0.007812,0.004053786306569447,1.9272106047626212,0.0313725490196079,3955,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,059f1e59-573c-49d1-ac78-3323a2ff047f,0.506,0.5005,0.0,0.00537,0.004029575362797484,1.3329180437452917,0.031372549019607954,1826,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,d20338e0-8ae9-4a30-9a0e-8225aae32073,0.516,0.4958,1.0,0.02026,0.005428104647502149,3.733102645698566,0.031372549019607954,15366,0.03137254901960784,0.00784313725490196,40.0,False,,,,
pgd,lesion,94399962-8f89-4dfa-a93f-7a3df88feca5,0.522,0.49,1.0,0.03198,0.006733037171565651,4.7500735541361445,0.031372549019607954,26557,0.03137254901960784,0.00784313725490196,40.0,False,,,,
